
n , t
117139, 0.077590 
117140, 0.077591 
117141, 0.077591 
117142, 0.077592 
117143, 0.077592 
117144, 0.077593 
117145, 0.077593 
117146, 0.077594 
117147, 0.077594 
117148, 0.077594 
117149, 0.077595 
117150, 0.077595 
117151, 0.077596 
117152, 0.077596 
117153, 0.077597 
117154, 0.077597 
117155, 0.077598 
117156, 0.077598 
117157, 0.077599 
117158, 0.077600 
117159, 0.077600 
117160, 0.077601 
117161, 0.077601 
117162, 0.077602 
117163, 0.077602 
117164, 0.077603 
117165, 0.077603 
117166, 0.077604 
117167, 0.077605 
117168, 0.077605 
117169, 0.077606 
117170, 0.077606 
117171, 0.077607 
117172, 0.077607 
117173, 0.077608 
117174, 0.077608 
117175, 0.077609 
117176, 0.077609 
117177, 0.077609 
117178, 0.077610 
117179, 0.077610 
117180, 0.077611 
117181, 0.077611 
117182, 0.077612 
117183, 0.077612 
117184, 0.077613 
117185, 0.077613 
117186, 0.077613 
117187, 0.077614 
117188, 0.077614 
117189, 0.077615 
117190, 0.077615 
117191, 0.077616 
117192, 0.077616 
117193, 0.077617 
117194, 0.077617 
117195, 0.077617 
117196, 0.077618 
117197, 0.077618 
117198, 0.077619 
117199, 0.077619 
117200, 0.077620 
117201, 0.077620 
117202, 0.077621 
117203, 0.077621 
117204, 0.077622 
117205, 0.077623 
117206, 0.077623 
117207, 0.077624 
117208, 0.077624 
117209, 0.077625 
117210, 0.077625 
117211, 0.077626 
117212, 0.077626 
117213, 0.077627 
117214, 0.077628 
117215, 0.077628 
117216, 0.077629 
117217, 0.077629 
117218, 0.077630 
117219, 0.077630 
117220, 0.077630 
117221, 0.077630 
117222, 0.077631 
117223, 0.077632 
117224, 0.077632 
117225, 0.077636 
117226, 0.077637 
117227, 0.077638 
117228, 0.077638 
117229, 0.077638 
117230, 0.077639 
117231, 0.077640 
117232, 0.077640 
117233, 0.077641 
117234, 0.077642 
117235, 0.077643 
117236, 0.077644 
117237, 0.077645 
117238, 0.077645 
117239, 0.077646 
117240, 0.077646 
117241, 0.077647 
117242, 0.077647 
117243, 0.077648 
117244, 0.077648 
117245, 0.077648 
117246, 0.077649 
117247, 0.077649 
117248, 0.077650 
117249, 0.077650 
117250, 0.077651 
117251, 0.077651 
117252, 0.077651 
117253, 0.077652 
117254, 0.077652 
117255, 0.077653 
117256, 0.077653 
117257, 0.077654 
117258, 0.077654 
117259, 0.077655 
117260, 0.077656 
117261, 0.077656 
117262, 0.077657 
117263, 0.077657 
117264, 0.077658 
117265, 0.077658 
117266, 0.077659 
117267, 0.077660 
117268, 0.077660 
117269, 0.077661 
117270, 0.077661 
117271, 0.077662 
117272, 0.077662 
117273, 0.077663 
117274, 0.077663 
117275, 0.077663 
117276, 0.077664 
117277, 0.077666 
117278, 0.077667 
117279, 0.077668 
117280, 0.077670 
117281, 0.077670 
117282, 0.077671 
117283, 0.077671 
117284, 0.077671 
117285, 0.077671 
117286, 0.077671 
117287, 0.077672 
117288, 0.077673 
117289, 0.077674 
117290, 0.077674 
117291, 0.077675 
117292, 0.077676 
117293, 0.077677 
117294, 0.077677 
117295, 0.077677 
117296, 0.077677 
117297, 0.077678 
117298, 0.077678 
117299, 0.077678 
117300, 0.077678 
117301, 0.077678 
117302, 0.077678 
117303, 0.077678 
117304, 0.077678 
117305, 0.077679 
117306, 0.077680 
117307, 0.077680 
117308, 0.077680 
117309, 0.077681 
117310, 0.077682 
117311, 0.077682 
117312, 0.077682 
117313, 0.077683 
117314, 0.077684 
117315, 0.077684 
117316, 0.077684 
117317, 0.077685 
117318, 0.077685 
117319, 0.077685 
117320, 0.077686 
117321, 0.077687 
117322, 0.077688 
117323, 0.077688 
117324, 0.077688 
117325, 0.077689 
117326, 0.077690 
117327, 0.077691 
117328, 0.077692 
117329, 0.077693 
117330, 0.077693 
117331, 0.077694 
117332, 0.077694 
117333, 0.077695 
117334, 0.077695 
117335, 0.077696 
117336, 0.077696 
117337, 0.077697 
117338, 0.077697 
117339, 0.077697 
117340, 0.077698 
117341, 0.077698 
117342, 0.077699 
117343, 0.077699 
117344, 0.077700 
117345, 0.077700 
117346, 0.077701 
117347, 0.077701 
117348, 0.077701 
117349, 0.077702 
117350, 0.077702 
117351, 0.077703 
117352, 0.077703 
117353, 0.077706 
117354, 0.077707 
117355, 0.077707 
117356, 0.077708 
117357, 0.077708 
117358, 0.077709 
117359, 0.077709 
117360, 0.077710 
117361, 0.077710 
117362, 0.077711 
117363, 0.077711 
117364, 0.077711 
117365, 0.077712 
117366, 0.077712 
117367, 0.077713 
117368, 0.077713 
117369, 0.077714 
117370, 0.077714 
117371, 0.077715 
117372, 0.077715 
117373, 0.077716 
117374, 0.077717 
117375, 0.077717 
117376, 0.077718 
117377, 0.077718 
117378, 0.077719 
117379, 0.077719 
117380, 0.077720 
117381, 0.077720 
117382, 0.077721 
117383, 0.077721 
117384, 0.077721 
117385, 0.077722 
117386, 0.077722 
117387, 0.077723 
117388, 0.077723 
117389, 0.077724 
117390, 0.077724 
117391, 0.077725 
117392, 0.077725 
117393, 0.077725 
117394, 0.077726 
117395, 0.077726 
117396, 0.077727 
117397, 0.077727 
117398, 0.077728 
117399, 0.077728 
117400, 0.077729 
117401, 0.077729 
117402, 0.077730 
117403, 0.077731 
117404, 0.077731 
117405, 0.077732 
117406, 0.077732 
117407, 0.077733 
117408, 0.077733 
117409, 0.077734 
117410, 0.077734 
117411, 0.077735 
117412, 0.077735 
117413, 0.077735 
117414, 0.077736 
117415, 0.077736 
117416, 0.077738 
117417, 0.077739 
117418, 0.077740 
117419, 0.077741 
117420, 0.077742 
117421, 0.077743 
117422, 0.077744 
117423, 0.077745 
117424, 0.077745 
117425, 0.077745 
117426, 0.077746 
117427, 0.077746 
117428, 0.077747 
117429, 0.077747 
117430, 0.077748 
117431, 0.077748 
117432, 0.077749 
117433, 0.077749 
117434, 0.077749 
117435, 0.077750 
117436, 0.077750 
117437, 0.077751 
117438, 0.077751 
117439, 0.077752 
117440, 0.077752 
117441, 0.077753 
117442, 0.077753 
117443, 0.077753 
117444, 0.077754 
117445, 0.077754 
117446, 0.077755 
117447, 0.077756 
117448, 0.077756 
117449, 0.077756 
117450, 0.077757 
117451, 0.077758 
117452, 0.077759 
117453, 0.077760 
117454, 0.077761 
117455, 0.077761 
117456, 0.077761 
117457, 0.077762 
117458, 0.077763 
117459, 0.077763 
117460, 0.077764 
117461, 0.077764 
117462, 0.077765 
117463, 0.077765 
117464, 0.077766 
117465, 0.077766 
117466, 0.077767 
117467, 0.077767 
117468, 0.077768 
117469, 0.077768 
117470, 0.077768 
117471, 0.077769 
117472, 0.077769 
117473, 0.077770 
117474, 0.077770 
117475, 0.077771 
117476, 0.077771 
117477, 0.077772 
117478, 0.077772 
117479, 0.077773 
117480, 0.077773 
117481, 0.077776 
117482, 0.077777 
117483, 0.077777 
117484, 0.077778 
117485, 0.077778 
117486, 0.077779 
117487, 0.077779 
117488, 0.077780 
117489, 0.077780 
117490, 0.077781 
117491, 0.077782 
117492, 0.077782 
117493, 0.077783 
117494, 0.077783 
117495, 0.077784 
117496, 0.077784 
117497, 0.077785 
117498, 0.077785 
117499, 0.077786 
117500, 0.077787 
117501, 0.077787 
117502, 0.077788 
117503, 0.077788 
117504, 0.077789 
117505, 0.077789 
117506, 0.077790 
117507, 0.077790 
117508, 0.077791 
117509, 0.077791 
117510, 0.077791 
117511, 0.077792 
117512, 0.077792 
117513, 0.077793 
117514, 0.077793 
117515, 0.077794 
117516, 0.077794 
117517, 0.077795 
117518, 0.077795 
117519, 0.077796 
117520, 0.077797 
117521, 0.077797 
117522, 0.077798 
117523, 0.077798 
117524, 0.077799 
117525, 0.077799 
117526, 0.077800 
117527, 0.077800 
117528, 0.077801 
117529, 0.077802 
117530, 0.077802 
117531, 0.077803 
117532, 0.077803 
117533, 0.077804 
117534, 0.077804 
117535, 0.077805 
117536, 0.077805 
117537, 0.077806 
117538, 0.077806 
117539, 0.077806 
117540, 0.077808 
117541, 0.077808 
117542, 0.077809 
117543, 0.077810 
117544, 0.077811 
117545, 0.077811 
117546, 0.077812 
117547, 0.077813 
117548, 0.077813 
117549, 0.077814 
117550, 0.077815 
117551, 0.077815 
117552, 0.077815 
117553, 0.077816 
117554, 0.077817 
117555, 0.077818 
117556, 0.077818 
117557, 0.077818 
117558, 0.077819 
117559, 0.077820 
117560, 0.077820 
117561, 0.077820 
117562, 0.077821 
117563, 0.077821 
117564, 0.077821 
117565, 0.077822 
117566, 0.077823 
117567, 0.077824 
117568, 0.077824 
117569, 0.077825 
117570, 0.077826 
117571, 0.077827 
117572, 0.077827 
117573, 0.077827 
117574, 0.077828 
117575, 0.077829 
117576, 0.077830 
117577, 0.077830 
117578, 0.077830 
117579, 0.077831 
117580, 0.077832 
117581, 0.077832 
117582, 0.077832 
117583, 0.077833 
117584, 0.077834 
117585, 0.077835 
117586, 0.077835 
117587, 0.077835 
117588, 0.077835 
117589, 0.077835 
117590, 0.077836 
117591, 0.077837 
117592, 0.077838 
117593, 0.077838 
117594, 0.077838 
117595, 0.077839 
117596, 0.077840 
117597, 0.077841 
117598, 0.077841 
117599, 0.077841 
117600, 0.077842 
117601, 0.077842 
117602, 0.077843 
117603, 0.077844 
117604, 0.077845 
117605, 0.077845 
117606, 0.077845 
117607, 0.077846 
117608, 0.077847 
117609, 0.077854 
117610, 0.077855 
117611, 0.077856 
117612, 0.077856 
117613, 0.077856 
117614, 0.077857 
117615, 0.077858 
117616, 0.077859 
117617, 0.077860 
117618, 0.077860 
117619, 0.077860 
117620, 0.077861 
117621, 0.077862 
117622, 0.077863 
117623, 0.077863 
117624, 0.077863 
117625, 0.077864 
117626, 0.077865 
117627, 0.077866 
117628, 0.077867 
117629, 0.077868 
117630, 0.077868 
117631, 0.077868 
117632, 0.077869 
117633, 0.077870 
117634, 0.077871 
117635, 0.077871 
117636, 0.077871 
117637, 0.077872 
117638, 0.077873 
117639, 0.077873 
117640, 0.077873 
117641, 0.077873 
117642, 0.077874 
117643, 0.077875 
117644, 0.077876 
117645, 0.077877 
117646, 0.077878 
117647, 0.077878 
117648, 0.077878 
117649, 0.077879 
117650, 0.077880 
117651, 0.077881 
117652, 0.077881 
117653, 0.077881 
117654, 0.077882 
117655, 0.077883 
117656, 0.077884 
117657, 0.077885 
117658, 0.077885 
117659, 0.077886 
117660, 0.077887 
117661, 0.077888 
117662, 0.077888 
117663, 0.077888 
117664, 0.077888 
117665, 0.077889 
117666, 0.077890 
117667, 0.077891 
117668, 0.077891 
117669, 0.077891 
117670, 0.077892 
117671, 0.077893 
117672, 0.077893 
117673, 0.077893 
117674, 0.077893 
117675, 0.077894 
117676, 0.077895 
117677, 0.077898 
117678, 0.077899 
117679, 0.077899 
117680, 0.077899 
117681, 0.077900 
117682, 0.077901 
117683, 0.077902 
117684, 0.077902 
117685, 0.077902 
117686, 0.077903 
117687, 0.077904 
117688, 0.077905 
117689, 0.077906 
117690, 0.077906 
117691, 0.077907 
117692, 0.077907 
117693, 0.077908 
117694, 0.077908 
117695, 0.077909 
117696, 0.077909 
117697, 0.077910 
117698, 0.077911 
117699, 0.077913 
117700, 0.077914 
117701, 0.077915 
117702, 0.077916 
117703, 0.077917 
117704, 0.077917 
117705, 0.077917 
117706, 0.077918 
117707, 0.077919 
117708, 0.077920 
117709, 0.077921 
117710, 0.077922 
117711, 0.077923 
117712, 0.077924 
117713, 0.077925 
117714, 0.077925 
117715, 0.077928 
117716, 0.077928 
117717, 0.077928 
117718, 0.077928 
117719, 0.077929 
117720, 0.077929 
117721, 0.077930 
117722, 0.077931 
117723, 0.077931 
117724, 0.077931 
117725, 0.077932 
117726, 0.077933 
117727, 0.077933 
117728, 0.077934 
117729, 0.077935 
117730, 0.077935 
117731, 0.077935 
117732, 0.077936 
117733, 0.077937 
117734, 0.077937 
117735, 0.077937 
117736, 0.077938 
117737, 0.077942 
117738, 0.077943 
117739, 0.077943 
117740, 0.077944 
117741, 0.077944 
117742, 0.077944 
117743, 0.077944 
117744, 0.077945 
117745, 0.077946 
117746, 0.077947 
117747, 0.077948 
117748, 0.077949 
117749, 0.077950 
117750, 0.077951 
117751, 0.077951 
117752, 0.077951 
117753, 0.077951 
117754, 0.077952 
117755, 0.077953 
117756, 0.077954 
117757, 0.077955 
117758, 0.077956 
117759, 0.077956 
117760, 0.077956 
117761, 0.077956 
117762, 0.077957 
117763, 0.077958 
117764, 0.077959 
117765, 0.077960 
117766, 0.077961 
117767, 0.077962 
117768, 0.077962 
117769, 0.077962 
117770, 0.077963 
117771, 0.077964 
117772, 0.077965 
117773, 0.077966 
117774, 0.077966 
117775, 0.077966 
117776, 0.077966 
117777, 0.077967 
117778, 0.077968 
117779, 0.077969 
117780, 0.077970 
117781, 0.077970 
117782, 0.077970 
117783, 0.077970 
117784, 0.077971 
117785, 0.077972 
117786, 0.077972 
117787, 0.077973 
117788, 0.077974 
117789, 0.077975 
117790, 0.077976 
117791, 0.077976 
117792, 0.077977 
117793, 0.077978 
117794, 0.077979 
117795, 0.077980 
117796, 0.077981 
117797, 0.077981 
117798, 0.077981 
117799, 0.077982 
117800, 0.077983 
117801, 0.077983 
117802, 0.077983 
117803, 0.077984 
117804, 0.077985 
117805, 0.077985 
117806, 0.077991 
117807, 0.077991 
117808, 0.077991 
117809, 0.077991 
117810, 0.077992 
117811, 0.077993 
117812, 0.077994 
117813, 0.077995 
117814, 0.077995 
117815, 0.077996 
117816, 0.077997 
117817, 0.077998 
117818, 0.077998 
117819, 0.077998 
117820, 0.077999 
117821, 0.078000 
117822, 0.078001 
117823, 0.078001 
117824, 0.078002 
117825, 0.078003 
117826, 0.078003 
117827, 0.078003 
117828, 0.078003 
117829, 0.078004 
117830, 0.078005 
117831, 0.078006 
117832, 0.078006 
117833, 0.078006 
117834, 0.078007 
117835, 0.078008 
117836, 0.078009 
117837, 0.078009 
117838, 0.078009 
117839, 0.078010 
117840, 0.078011 
117841, 0.078012 
117842, 0.078012 
117843, 0.078012 
117844, 0.078013 
117845, 0.078013 
117846, 0.078014 
117847, 0.078014 
117848, 0.078014 
117849, 0.078015 
117850, 0.078016 
117851, 0.078017 
117852, 0.078018 
117853, 0.078018 
117854, 0.078018 
117855, 0.078019 
117856, 0.078020 
117857, 0.078020 
117858, 0.078020 
117859, 0.078021 
117860, 0.078022 
117861, 0.078023 
117862, 0.078023 
117863, 0.078024 
117864, 0.078025 
117865, 0.078029 
117866, 0.078029 
117867, 0.078030 
117868, 0.078031 
117869, 0.078031 
117870, 0.078031 
117871, 0.078032 
117872, 0.078033 
117873, 0.078033 
117874, 0.078033 
117875, 0.078034 
117876, 0.078035 
117877, 0.078036 
117878, 0.078036 
117879, 0.078037 
117880, 0.078038 
117881, 0.078039 
117882, 0.078039 
117883, 0.078039 
117884, 0.078040 
117885, 0.078041 
117886, 0.078042 
117887, 0.078042 
117888, 0.078042 
117889, 0.078043 
117890, 0.078044 
117891, 0.078045 
117892, 0.078045 
117893, 0.078045 
117894, 0.078045 
117895, 0.078046 
117896, 0.078047 
117897, 0.078048 
117898, 0.078048 
117899, 0.078049 
117900, 0.078050 
117901, 0.078051 
117902, 0.078052 
117903, 0.078053 
117904, 0.078054 
117905, 0.078055 
117906, 0.078055 
117907, 0.078055 
117908, 0.078056 
117909, 0.078057 
117910, 0.078058 
117911, 0.078058 
117912, 0.078059 
117913, 0.078060 
117914, 0.078061 
117915, 0.078061 
117916, 0.078061 
117917, 0.078062 
117918, 0.078063 
117919, 0.078064 
117920, 0.078065 
117921, 0.078065 
117922, 0.078066 
117923, 0.078067 
117924, 0.078068 
117925, 0.078068 
117926, 0.078068 
117927, 0.078070 
117928, 0.078071 
117929, 0.078072 
117930, 0.078073 
117931, 0.078073 
117932, 0.078073 
117933, 0.078074 
117934, 0.078075 
117935, 0.078076 
117936, 0.078076 
117937, 0.078076 
117938, 0.078077 
117939, 0.078078 
117940, 0.078079 
117941, 0.078079 
117942, 0.078080 
117943, 0.078081 
117944, 0.078082 
117945, 0.078083 
117946, 0.078083 
117947, 0.078083 
117948, 0.078083 
117949, 0.078083 
117950, 0.078084 
117951, 0.078085 
117952, 0.078086 
117953, 0.078086 
117954, 0.078086 
117955, 0.078087 
117956, 0.078088 
117957, 0.078088 
117958, 0.078088 
117959, 0.078088 
117960, 0.078089 
117961, 0.078090 
117962, 0.078091 
117963, 0.078091 
117964, 0.078091 
117965, 0.078091 
117966, 0.078092 
117967, 0.078093 
117968, 0.078094 
117969, 0.078095 
117970, 0.078096 
117971, 0.078097 
117972, 0.078097 
117973, 0.078098 
117974, 0.078099 
117975, 0.078100 
117976, 0.078100 
117977, 0.078100 
117978, 0.078101 
117979, 0.078102 
117980, 0.078103 
117981, 0.078103 
117982, 0.078104 
117983, 0.078105 
117984, 0.078106 
117985, 0.078106 
117986, 0.078106 
117987, 0.078107 
117988, 0.078108 
117989, 0.078109 
117990, 0.078109 
117991, 0.078109 
117992, 0.078110 
117993, 0.078114 
117994, 0.078115 
117995, 0.078115 
117996, 0.078116 
117997, 0.078117 
117998, 0.078118 
117999, 0.078119 
118000, 0.078120 
118001, 0.078120 
118002, 0.078121 
118003, 0.078126 
118004, 0.078127 
118005, 0.078128 
118006, 0.078128 
118007, 0.078128 
118008, 0.078129 
118009, 0.078129 
118010, 0.078129 
118011, 0.078130 
118012, 0.078131 
118013, 0.078131 
118014, 0.078131 
118015, 0.078132 
118016, 0.078133 
118017, 0.078133 
118018, 0.078133 
118019, 0.078133 
118020, 0.078134 
118021, 0.078135 
118022, 0.078136 
118023, 0.078136 
118024, 0.078137 
118025, 0.078138 
118026, 0.078139 
118027, 0.078139 
118028, 0.078139 
118029, 0.078140 
118030, 0.078141 
118031, 0.078142 
118032, 0.078142 
118033, 0.078143 
118034, 0.078144 
118035, 0.078145 
118036, 0.078145 
118037, 0.078145 
118038, 0.078146 
118039, 0.078147 
118040, 0.078147 
118041, 0.078148 
118042, 0.078150 
118043, 0.078151 
118044, 0.078152 
118045, 0.078153 
118046, 0.078153 
118047, 0.078153 
118048, 0.078153 
118049, 0.078154 
118050, 0.078155 
118051, 0.078155 
118052, 0.078155 
118053, 0.078156 
118054, 0.078157 
118055, 0.078158 
118056, 0.078159 
118057, 0.078159 
118058, 0.078160 
118059, 0.078161 
118060, 0.078161 
118061, 0.078161 
118062, 0.078162 
118063, 0.078163 
118064, 0.078164 
118065, 0.078164 
118066, 0.078164 
118067, 0.078165 
118068, 0.078166 
118069, 0.078167 
118070, 0.078170 
118071, 0.078171 
118072, 0.078171 
118073, 0.078172 
118074, 0.078173 
118075, 0.078174 
118076, 0.078175 
118077, 0.078175 
118078, 0.078176 
118079, 0.078176 
118080, 0.078177 
118081, 0.078177 
118082, 0.078178 
118083, 0.078178 
118084, 0.078179 
118085, 0.078179 
118086, 0.078179 
118087, 0.078180 
118088, 0.078180 
118089, 0.078181 
118090, 0.078181 
118091, 0.078182 
118092, 0.078182 
118093, 0.078183 
118094, 0.078183 
118095, 0.078184 
118096, 0.078185 
118097, 0.078185 
118098, 0.078186 
118099, 0.078186 
118100, 0.078187 
118101, 0.078187 
118102, 0.078188 
118103, 0.078188 
118104, 0.078189 
118105, 0.078189 
118106, 0.078190 
118107, 0.078191 
118108, 0.078191 
118109, 0.078192 
118110, 0.078192 
118111, 0.078193 
118112, 0.078193 
118113, 0.078194 
118114, 0.078194 
118115, 0.078195 
118116, 0.078195 
118117, 0.078197 
118118, 0.078197 
118119, 0.078198 
118120, 0.078199 
118121, 0.078210 
118122, 0.078210 
118123, 0.078211 
118124, 0.078211 
118125, 0.078212 
118126, 0.078212 
118127, 0.078213 
118128, 0.078214 
118129, 0.078215 
118130, 0.078215 
118131, 0.078216 
118132, 0.078217 
118133, 0.078217 
118134, 0.078217 
118135, 0.078217 
118136, 0.078218 
118137, 0.078219 
118138, 0.078220 
118139, 0.078221 
118140, 0.078221 
118141, 0.078221 
118142, 0.078222 
118143, 0.078223 
118144, 0.078223 
118145, 0.078223 
118146, 0.078224 
118147, 0.078225 
118148, 0.078225 
118149, 0.078226 
118150, 0.078227 
118151, 0.078227 
118152, 0.078228 
118153, 0.078228 
118154, 0.078229 
118155, 0.078229 
118156, 0.078230 
118157, 0.078230 
118158, 0.078231 
118159, 0.078231 
118160, 0.078232 
118161, 0.078233 
118162, 0.078233 
118163, 0.078234 
118164, 0.078234 
118165, 0.078235 
118166, 0.078235 
118167, 0.078236 
118168, 0.078236 
118169, 0.078237 
118170, 0.078237 
118171, 0.078237 
118172, 0.078238 
118173, 0.078238 
118174, 0.078239 
118175, 0.078239 
118176, 0.078240 
118177, 0.078240 
118178, 0.078241 
118179, 0.078241 
118180, 0.078242 
118181, 0.078243 
118182, 0.078243 
118183, 0.078244 
118184, 0.078244 
118185, 0.078245 
118186, 0.078245 
118187, 0.078246 
118188, 0.078246 
118189, 0.078247 
118190, 0.078247 
118191, 0.078247 
118192, 0.078248 
118193, 0.078248 
118194, 0.078249 
118195, 0.078249 
118196, 0.078250 
118197, 0.078250 
118198, 0.078251 
118199, 0.078251 
118200, 0.078252 
118201, 0.078253 
118202, 0.078253 
118203, 0.078254 
118204, 0.078254 
118205, 0.078255 
118206, 0.078255 
118207, 0.078256 
118208, 0.078256 
118209, 0.078257 
118210, 0.078257 
118211, 0.078257 
118212, 0.078258 
118213, 0.078258 
118214, 0.078259 
118215, 0.078259 
118216, 0.078260 
118217, 0.078260 
118218, 0.078261 
118219, 0.078261 
118220, 0.078262 
118221, 0.078263 
118222, 0.078263 
118223, 0.078264 
118224, 0.078264 
118225, 0.078265 
118226, 0.078265 
118227, 0.078266 
118228, 0.078266 
118229, 0.078267 
118230, 0.078267 
118231, 0.078268 
118232, 0.078268 
118233, 0.078269 
118234, 0.078270 
118235, 0.078270 
118236, 0.078271 
118237, 0.078272 
118238, 0.078272 
118239, 0.078272 
118240, 0.078273 
118241, 0.078274 
118242, 0.078274 
118243, 0.078274 
118244, 0.078275 
118245, 0.078275 
118246, 0.078276 
118247, 0.078276 
118248, 0.078277 
118249, 0.078280 
118250, 0.078282 
118251, 0.078283 
118252, 0.078285 
118253, 0.078286 
118254, 0.078287 
118255, 0.078288 
118256, 0.078288 
118257, 0.078288 
118258, 0.078289 
118259, 0.078289 
118260, 0.078290 
118261, 0.078290 
118262, 0.078291 
118263, 0.078291 
118264, 0.078292 
118265, 0.078293 
118266, 0.078293 
118267, 0.078294 
118268, 0.078294 
118269, 0.078295 
118270, 0.078295 
118271, 0.078296 
118272, 0.078296 
118273, 0.078296 
118274, 0.078297 
118275, 0.078297 
118276, 0.078298 
118277, 0.078298 
118278, 0.078299 
118279, 0.078299 
118280, 0.078300 
118281, 0.078301 
118282, 0.078301 
118283, 0.078302 
118284, 0.078302 
118285, 0.078303 
118286, 0.078303 
118287, 0.078304 
118288, 0.078304 
118289, 0.078305 
118290, 0.078306 
118291, 0.078306 
118292, 0.078307 
118293, 0.078307 
118294, 0.078308 
118295, 0.078308 
118296, 0.078309 
118297, 0.078309 
118298, 0.078309 
118299, 0.078310 
118300, 0.078310 
118301, 0.078311 
118302, 0.078311 
118303, 0.078312 
118304, 0.078312 
118305, 0.078313 
118306, 0.078314 
118307, 0.078314 
118308, 0.078315 
118309, 0.078315 
118310, 0.078316 
118311, 0.078316 
118312, 0.078317 
118313, 0.078317 
118314, 0.078317 
118315, 0.078318 
118316, 0.078318 
118317, 0.078319 
118318, 0.078319 
118319, 0.078320 
118320, 0.078320 
118321, 0.078321 
118322, 0.078322 
118323, 0.078322 
118324, 0.078323 
118325, 0.078323 
118326, 0.078324 
118327, 0.078324 
118328, 0.078325 
118329, 0.078325 
118330, 0.078326 
118331, 0.078327 
118332, 0.078327 
118333, 0.078328 
118334, 0.078328 
118335, 0.078329 
118336, 0.078329 
118337, 0.078330 
118338, 0.078330 
118339, 0.078331 
118340, 0.078332 
118341, 0.078332 
118342, 0.078333 
118343, 0.078333 
118344, 0.078334 
118345, 0.078334 
118346, 0.078335 
118347, 0.078335 
118348, 0.078335 
118349, 0.078336 
118350, 0.078336 
118351, 0.078337 
118352, 0.078337 
118353, 0.078338 
118354, 0.078338 
118355, 0.078339 
118356, 0.078340 
118357, 0.078341 
118358, 0.078342 
118359, 0.078342 
118360, 0.078342 
118361, 0.078343 
118362, 0.078344 
118363, 0.078345 
118364, 0.078345 
118365, 0.078345 
118366, 0.078345 
118367, 0.078345 
118368, 0.078345 
118369, 0.078346 
118370, 0.078347 
118371, 0.078348 
118372, 0.078350 
118373, 0.078350 
118374, 0.078351 
118375, 0.078352 
118376, 0.078353 
118377, 0.078358 
118378, 0.078359 
118379, 0.078359 
118380, 0.078360 
118381, 0.078361 
118382, 0.078361 
118383, 0.078362 
118384, 0.078362 
118385, 0.078362 
118386, 0.078363 
118387, 0.078364 
118388, 0.078364 
118389, 0.078365 
118390, 0.078365 
118391, 0.078366 
118392, 0.078366 
118393, 0.078367 
118394, 0.078367 
118395, 0.078368 
118396, 0.078368 
118397, 0.078368 
118398, 0.078369 
118399, 0.078369 
118400, 0.078370 
118401, 0.078370 
118402, 0.078371 
118403, 0.078371 
118404, 0.078372 
118405, 0.078372 
118406, 0.078373 
118407, 0.078373 
118408, 0.078373 
118409, 0.078374 
118410, 0.078374 
118411, 0.078375 
118412, 0.078375 
118413, 0.078376 
118414, 0.078376 
118415, 0.078377 
118416, 0.078377 
118417, 0.078378 
118418, 0.078378 
118419, 0.078378 
118420, 0.078379 
118421, 0.078379 
118422, 0.078380 
118423, 0.078380 
118424, 0.078381 
118425, 0.078381 
118426, 0.078382 
118427, 0.078382 
118428, 0.078382 
118429, 0.078383 
118430, 0.078383 
118431, 0.078384 
118432, 0.078384 
118433, 0.078385 
118434, 0.078385 
118435, 0.078386 
118436, 0.078386 
118437, 0.078386 
118438, 0.078387 
118439, 0.078387 
118440, 0.078388 
118441, 0.078388 
118442, 0.078389 
118443, 0.078389 
118444, 0.078390 
118445, 0.078390 
118446, 0.078390 
118447, 0.078391 
118448, 0.078391 
118449, 0.078392 
118450, 0.078392 
118451, 0.078393 
118452, 0.078393 
118453, 0.078394 
118454, 0.078394 
118455, 0.078394 
118456, 0.078395 
118457, 0.078395 
118458, 0.078396 
118459, 0.078396 
118460, 0.078397 
118461, 0.078397 
118462, 0.078398 
118463, 0.078398 
118464, 0.078399 
118465, 0.078400 
118466, 0.078400 
118467, 0.078401 
118468, 0.078401 
118469, 0.078402 
118470, 0.078402 
118471, 0.078403 
118472, 0.078403 
118473, 0.078404 
118474, 0.078405 
118475, 0.078405 
118476, 0.078406 
118477, 0.078406 
118478, 0.078407 
118479, 0.078407 
118480, 0.078408 
118481, 0.078408 
118482, 0.078409 
118483, 0.078410 
118484, 0.078410 
118485, 0.078411 
118486, 0.078411 
118487, 0.078412 
118488, 0.078412 
118489, 0.078413 
118490, 0.078413 
118491, 0.078414 
118492, 0.078414 
118493, 0.078414 
118494, 0.078415 
118495, 0.078415 
118496, 0.078416 
118497, 0.078416 
118498, 0.078417 
118499, 0.078417 
118500, 0.078418 
118501, 0.078418 
118502, 0.078419 
118503, 0.078420 
118504, 0.078420 
118505, 0.078423 
118506, 0.078423 
118507, 0.078424 
118508, 0.078424 
118509, 0.078425 
118510, 0.078425 
118511, 0.078426 
118512, 0.078426 
118513, 0.078427 
118514, 0.078428 
118515, 0.078428 
118516, 0.078429 
118517, 0.078429 
118518, 0.078430 
118519, 0.078430 
118520, 0.078431 
118521, 0.078431 
118522, 0.078432 
118523, 0.078432 
118524, 0.078432 
118525, 0.078433 
118526, 0.078434 
118527, 0.078434 
118528, 0.078435 
118529, 0.078437 
118530, 0.078438 
118531, 0.078439 
118532, 0.078440 
118533, 0.078440 
118534, 0.078441 
118535, 0.078441 
118536, 0.078441 
118537, 0.078442 
