
n , t
252, 0.000170 
253, 0.000171 
254, 0.000172 
255, 0.000173 
256, 0.000174 
257, 0.000175 
258, 0.000176 
259, 0.000177 
260, 0.000178 
261, 0.000179 
262, 0.000180 
263, 0.000181 
264, 0.000182 
265, 0.000183 
266, 0.000184 
267, 0.000185 
268, 0.000186 
269, 0.000187 
270, 0.000188 
271, 0.000189 
272, 0.000190 
273, 0.000191 
274, 0.000192 
275, 0.000193 
276, 0.000194 
277, 0.000195 
278, 0.000196 
279, 0.000197 
280, 0.000198 
281, 0.000199 
282, 0.000200 
283, 0.000201 
284, 0.000202 
285, 0.000203 
286, 0.000204 
287, 0.000205 
288, 0.000206 
289, 0.000207 
290, 0.000208 
291, 0.000209 
292, 0.000210 
293, 0.000211 
294, 0.000212 
295, 0.000213 
296, 0.000214 
297, 0.000215 
298, 0.000216 
299, 0.000217 
300, 0.000218 
301, 0.000219 
302, 0.000220 
303, 0.000221 
304, 0.000222 
305, 0.000223 
306, 0.000224 
307, 0.000225 
308, 0.000226 
309, 0.000227 
310, 0.000228 
311, 0.000229 
312, 0.000229 
313, 0.000229 
314, 0.000229 
315, 0.000229 
316, 0.000229 
317, 0.000229 
318, 0.000229 
319, 0.000229 
320, 0.000229 
321, 0.000229 
322, 0.000229 
323, 0.000229 
324, 0.000229 
325, 0.000229 
326, 0.000229 
327, 0.000229 
328, 0.000229 
329, 0.000229 
330, 0.000229 
331, 0.000229 
332, 0.000229 
333, 0.000229 
334, 0.000229 
335, 0.000229 
336, 0.000229 
337, 0.000229 
338, 0.000229 
339, 0.000229 
340, 0.000229 
341, 0.000229 
342, 0.000229 
343, 0.000229 
344, 0.000229 
345, 0.000229 
346, 0.000229 
347, 0.000229 
348, 0.000230 
349, 0.000230 
350, 0.000230 
351, 0.000230 
352, 0.000230 
353, 0.000230 
354, 0.000230 
355, 0.000231 
356, 0.000232 
357, 0.000233 
358, 0.000234 
359, 0.000235 
360, 0.000236 
361, 0.000240 
362, 0.000240 
363, 0.000240 
364, 0.000240 
365, 0.000241 
366, 0.000242 
367, 0.000243 
368, 0.000244 
369, 0.000245 
370, 0.000246 
371, 0.000247 
372, 0.000248 
373, 0.000249 
374, 0.000250 
375, 0.000251 
376, 0.000252 
377, 0.000253 
378, 0.000254 
379, 0.000255 
380, 0.000256 
381, 0.000257 
382, 0.000258 
383, 0.000259 
384, 0.000260 
385, 0.000261 
386, 0.000262 
387, 0.000263 
388, 0.000264 
389, 0.000265 
390, 0.000266 
391, 0.000266 
392, 0.000266 
393, 0.000266 
394, 0.000266 
395, 0.000266 
396, 0.000266 
397, 0.000266 
398, 0.000266 
399, 0.000266 
400, 0.000266 
401, 0.000266 
402, 0.000266 
403, 0.000266 
404, 0.000266 
405, 0.000266 
406, 0.000266 
407, 0.000266 
408, 0.000267 
409, 0.000268 
410, 0.000268 
411, 0.000268 
412, 0.000268 
413, 0.000269 
414, 0.000270 
415, 0.000271 
416, 0.000272 
417, 0.000273 
418, 0.000274 
419, 0.000275 
420, 0.000276 
421, 0.000277 
422, 0.000278 
423, 0.000279 
424, 0.000280 
425, 0.000281 
426, 0.000282 
427, 0.000283 
428, 0.000284 
429, 0.000285 
430, 0.000286 
431, 0.000287 
432, 0.000288 
433, 0.000289 
434, 0.000290 
435, 0.000291 
436, 0.000292 
437, 0.000293 
438, 0.000294 
439, 0.000295 
440, 0.000296 
441, 0.000296 
442, 0.000296 
443, 0.000296 
444, 0.000296 
445, 0.000296 
446, 0.000296 
447, 0.000296 
448, 0.000296 
449, 0.000296 
450, 0.000296 
451, 0.000296 
452, 0.000296 
453, 0.000296 
454, 0.000297 
455, 0.000298 
456, 0.000299 
457, 0.000300 
458, 0.000301 
459, 0.000302 
460, 0.000303 
461, 0.000304 
462, 0.000305 
463, 0.000306 
464, 0.000307 
465, 0.000308 
466, 0.000309 
467, 0.000310 
468, 0.000311 
469, 0.000312 
470, 0.000313 
471, 0.000314 
472, 0.000315 
473, 0.000316 
474, 0.000317 
475, 0.000318 
476, 0.000319 
477, 0.000320 
478, 0.000320 
479, 0.000320 
480, 0.000320 
481, 0.000320 
482, 0.000320 
483, 0.000320 
484, 0.000320 
485, 0.000320 
486, 0.000320 
487, 0.000320 
488, 0.000320 
489, 0.000322 
490, 0.000322 
491, 0.000322 
492, 0.000322 
493, 0.000322 
494, 0.000322 
495, 0.000323 
496, 0.000324 
497, 0.000325 
498, 0.000326 
499, 0.000327 
500, 0.000328 
501, 0.000329 
502, 0.000330 
503, 0.000331 
504, 0.000332 
505, 0.000333 
506, 0.000334 
507, 0.000335 
508, 0.000336 
509, 0.000337 
510, 0.000338 
511, 0.000339 
512, 0.000339 
513, 0.000339 
514, 0.000339 
515, 0.000339 
516, 0.000339 
517, 0.000339 
518, 0.000339 
519, 0.000340 
520, 0.000341 
521, 0.000342 
522, 0.000343 
523, 0.000344 
524, 0.000345 
525, 0.000346 
526, 0.000347 
527, 0.000348 
528, 0.000349 
529, 0.000350 
530, 0.000350 
531, 0.000350 
532, 0.000350 
533, 0.000350 
534, 0.000350 
535, 0.000350 
536, 0.000350 
537, 0.000350 
538, 0.000350 
539, 0.000350 
540, 0.000350 
541, 0.000350 
542, 0.000350 
543, 0.000351 
544, 0.000352 
545, 0.000353 
546, 0.000354 
547, 0.000355 
548, 0.000356 
549, 0.000357 
550, 0.000358 
551, 0.000359 
552, 0.000360 
553, 0.000361 
554, 0.000362 
555, 0.000363 
556, 0.000364 
557, 0.000365 
558, 0.000366 
559, 0.000367 
560, 0.000368 
561, 0.000369 
562, 0.000370 
563, 0.000371 
564, 0.000372 
565, 0.000372 
566, 0.000372 
567, 0.000372 
568, 0.000372 
569, 0.000373 
570, 0.000374 
571, 0.000375 
572, 0.000376 
573, 0.000377 
574, 0.000378 
575, 0.000379 
576, 0.000380 
577, 0.000380 
578, 0.000380 
579, 0.000380 
580, 0.000381 
581, 0.000382 
582, 0.000383 
583, 0.000384 
584, 0.000385 
585, 0.000386 
586, 0.000387 
587, 0.000388 
588, 0.000388 
589, 0.000388 
590, 0.000388 
591, 0.000388 
592, 0.000389 
593, 0.000390 
594, 0.000391 
595, 0.000392 
596, 0.000393 
597, 0.000394 
598, 0.000395 
599, 0.000396 
600, 0.000397 
601, 0.000398 
602, 0.000398 
603, 0.000398 
604, 0.000398 
605, 0.000398 
606, 0.000399 
607, 0.000400 
608, 0.000401 
609, 0.000402 
610, 0.000403 
611, 0.000404 
612, 0.000405 
613, 0.000405 
614, 0.000405 
615, 0.000405 
616, 0.000405 
617, 0.000409 
618, 0.000410 
619, 0.000411 
620, 0.000412 
621, 0.000413 
622, 0.000413 
623, 0.000413 
624, 0.000413 
625, 0.000413 
626, 0.000414 
627, 0.000415 
628, 0.000416 
629, 0.000417 
630, 0.000418 
631, 0.000419 
632, 0.000420 
633, 0.000421 
634, 0.000421 
635, 0.000421 
636, 0.000421 
637, 0.000421 
638, 0.000421 
639, 0.000422 
640, 0.000423 
641, 0.000424 
642, 0.000425 
643, 0.000426 
644, 0.000427 
645, 0.000428 
646, 0.000429 
647, 0.000429 
648, 0.000429 
649, 0.000429 
650, 0.000429 
651, 0.000430 
652, 0.000431 
653, 0.000432 
654, 0.000433 
655, 0.000434 
656, 0.000435 
657, 0.000436 
658, 0.000437 
659, 0.000437 
660, 0.000437 
661, 0.000437 
662, 0.000437 
663, 0.000438 
664, 0.000439 
665, 0.000440 
666, 0.000441 
667, 0.000442 
668, 0.000443 
669, 0.000444 
670, 0.000445 
671, 0.000445 
672, 0.000445 
673, 0.000445 
674, 0.000445 
675, 0.000446 
676, 0.000447 
677, 0.000448 
678, 0.000449 
679, 0.000450 
680, 0.000451 
681, 0.000452 
682, 0.000453 
683, 0.000454 
684, 0.000455 
685, 0.000456 
686, 0.000457 
687, 0.000458 
688, 0.000459 
689, 0.000460 
690, 0.000461 
691, 0.000461 
692, 0.000461 
693, 0.000461 
694, 0.000461 
695, 0.000461 
696, 0.000462 
697, 0.000463 
698, 0.000464 
699, 0.000465 
700, 0.000466 
701, 0.000467 
702, 0.000468 
703, 0.000468 
704, 0.000468 
705, 0.000468 
706, 0.000468 
707, 0.000468 
708, 0.000469 
709, 0.000470 
710, 0.000471 
711, 0.000472 
712, 0.000473 
713, 0.000474 
714, 0.000475 
715, 0.000476 
716, 0.000476 
717, 0.000476 
718, 0.000476 
719, 0.000476 
720, 0.000477 
721, 0.000478 
722, 0.000479 
723, 0.000480 
724, 0.000481 
725, 0.000482 
726, 0.000483 
727, 0.000484 
728, 0.000484 
729, 0.000484 
730, 0.000484 
731, 0.000484 
732, 0.000485 
733, 0.000486 
734, 0.000487 
735, 0.000488 
736, 0.000489 
737, 0.000490 
738, 0.000491 
739, 0.000492 
740, 0.000493 
741, 0.000494 
742, 0.000494 
743, 0.000494 
744, 0.000494 
745, 0.000496 
746, 0.000496 
747, 0.000496 
748, 0.000497 
749, 0.000498 
750, 0.000499 
751, 0.000500 
752, 0.000501 
753, 0.000502 
754, 0.000503 
755, 0.000504 
756, 0.000505 
757, 0.000506 
758, 0.000507 
759, 0.000508 
760, 0.000509 
761, 0.000510 
762, 0.000511 
763, 0.000511 
764, 0.000511 
765, 0.000511 
766, 0.000511 
767, 0.000511 
768, 0.000511 
769, 0.000511 
770, 0.000512 
771, 0.000513 
772, 0.000514 
773, 0.000515 
774, 0.000516 
775, 0.000517 
776, 0.000518 
777, 0.000519 
778, 0.000520 
779, 0.000521 
780, 0.000522 
781, 0.000523 
782, 0.000524 
783, 0.000525 
784, 0.000526 
785, 0.000526 
786, 0.000526 
787, 0.000526 
788, 0.000526 
789, 0.000526 
790, 0.000526 
791, 0.000527 
792, 0.000528 
793, 0.000529 
794, 0.000530 
795, 0.000531 
796, 0.000532 
797, 0.000533 
798, 0.000534 
799, 0.000535 
800, 0.000536 
801, 0.000537 
802, 0.000537 
803, 0.000537 
804, 0.000537 
805, 0.000537 
806, 0.000537 
807, 0.000537 
808, 0.000538 
809, 0.000539 
810, 0.000540 
811, 0.000541 
812, 0.000542 
813, 0.000543 
814, 0.000544 
815, 0.000545 
816, 0.000546 
817, 0.000547 
818, 0.000548 
819, 0.000549 
820, 0.000549 
821, 0.000549 
822, 0.000549 
823, 0.000549 
824, 0.000549 
825, 0.000550 
826, 0.000550 
827, 0.000550 
828, 0.000550 
829, 0.000551 
830, 0.000552 
831, 0.000553 
832, 0.000554 
833, 0.000555 
834, 0.000556 
835, 0.000557 
836, 0.000558 
837, 0.000559 
838, 0.000560 
839, 0.000561 
840, 0.000562 
841, 0.000563 
842, 0.000564 
843, 0.000565 
844, 0.000566 
845, 0.000567 
846, 0.000568 
847, 0.000569 
848, 0.000570 
849, 0.000571 
850, 0.000571 
851, 0.000571 
852, 0.000571 
853, 0.000571 
854, 0.000571 
855, 0.000571 
856, 0.000571 
857, 0.000571 
858, 0.000571 
859, 0.000571 
860, 0.000571 
861, 0.000571 
862, 0.000571 
863, 0.000572 
864, 0.000573 
865, 0.000574 
866, 0.000575 
867, 0.000576 
868, 0.000577 
869, 0.000578 
870, 0.000579 
871, 0.000580 
872, 0.000581 
873, 0.000584 
874, 0.000584 
875, 0.000584 
876, 0.000584 
877, 0.000584 
878, 0.000584 
879, 0.000584 
880, 0.000585 
881, 0.000586 
882, 0.000587 
883, 0.000588 
884, 0.000589 
885, 0.000590 
886, 0.000591 
887, 0.000592 
888, 0.000593 
889, 0.000594 
890, 0.000595 
891, 0.000595 
892, 0.000595 
893, 0.000595 
894, 0.000595 
895, 0.000595 
896, 0.000596 
897, 0.000597 
898, 0.000598 
899, 0.000599 
900, 0.000600 
901, 0.000601 
902, 0.000602 
903, 0.000603 
904, 0.000604 
905, 0.000605 
906, 0.000605 
907, 0.000605 
908, 0.000605 
909, 0.000605 
910, 0.000605 
911, 0.000606 
912, 0.000607 
913, 0.000608 
914, 0.000609 
915, 0.000610 
916, 0.000611 
917, 0.000612 
918, 0.000613 
919, 0.000614 
920, 0.000615 
921, 0.000616 
922, 0.000616 
923, 0.000616 
924, 0.000616 
925, 0.000616 
926, 0.000616 
927, 0.000617 
928, 0.000618 
929, 0.000619 
930, 0.000620 
931, 0.000621 
932, 0.000622 
933, 0.000623 
934, 0.000624 
935, 0.000625 
936, 0.000626 
937, 0.000626 
938, 0.000626 
939, 0.000626 
940, 0.000626 
941, 0.000626 
942, 0.000627 
943, 0.000628 
944, 0.000629 
945, 0.000630 
946, 0.000631 
947, 0.000632 
948, 0.000633 
949, 0.000634 
950, 0.000635 
951, 0.000636 
952, 0.000636 
953, 0.000636 
954, 0.000636 
955, 0.000636 
956, 0.000636 
957, 0.000637 
958, 0.000638 
959, 0.000639 
960, 0.000640 
961, 0.000641 
962, 0.000642 
963, 0.000643 
964, 0.000644 
965, 0.000645 
966, 0.000646 
967, 0.000647 
968, 0.000648 
969, 0.000648 
970, 0.000648 
971, 0.000648 
972, 0.000648 
973, 0.000648 
974, 0.000649 
975, 0.000650 
976, 0.000651 
977, 0.000652 
978, 0.000653 
979, 0.000654 
980, 0.000655 
981, 0.000656 
982, 0.000657 
983, 0.000658 
984, 0.000658 
985, 0.000658 
986, 0.000658 
987, 0.000658 
988, 0.000658 
989, 0.000659 
990, 0.000660 
991, 0.000661 
992, 0.000662 
993, 0.000663 
994, 0.000664 
995, 0.000665 
996, 0.000666 
997, 0.000667 
998, 0.000668 
999, 0.000668 
1000, 0.000668 
1001, 0.000670 
1002, 0.000671 
1003, 0.000672 
1004, 0.000673 
1005, 0.000674 
1006, 0.000674 
1007, 0.000674 
1008, 0.000674 
1009, 0.000674 
1010, 0.000674 
1011, 0.000675 
1012, 0.000676 
1013, 0.000677 
1014, 0.000678 
1015, 0.000679 
1016, 0.000680 
1017, 0.000681 
1018, 0.000682 
1019, 0.000683 
1020, 0.000683 
1021, 0.000683 
1022, 0.000683 
1023, 0.000683 
1024, 0.000683 
1025, 0.000684 
1026, 0.000685 
1027, 0.000686 
1028, 0.000687 
1029, 0.000688 
1030, 0.000689 
1031, 0.000690 
1032, 0.000691 
1033, 0.000692 
1034, 0.000693 
1035, 0.000693 
1036, 0.000693 
1037, 0.000693 
1038, 0.000693 
1039, 0.000694 
1040, 0.000695 
1041, 0.000696 
1042, 0.000697 
1043, 0.000698 
1044, 0.000699 
1045, 0.000700 
1046, 0.000701 
1047, 0.000702 
1048, 0.000703 
1049, 0.000703 
1050, 0.000703 
1051, 0.000703 
1052, 0.000703 
1053, 0.000703 
1054, 0.000704 
1055, 0.000705 
1056, 0.000706 
1057, 0.000707 
1058, 0.000708 
1059, 0.000709 
1060, 0.000710 
1061, 0.000711 
1062, 0.000712 
1063, 0.000713 
1064, 0.000713 
1065, 0.000713 
1066, 0.000713 
1067, 0.000713 
1068, 0.000714 
1069, 0.000715 
1070, 0.000716 
1071, 0.000717 
1072, 0.000718 
1073, 0.000719 
1074, 0.000720 
1075, 0.000721 
1076, 0.000722 
1077, 0.000723 
1078, 0.000723 
1079, 0.000723 
1080, 0.000723 
1081, 0.000723 
1082, 0.000723 
1083, 0.000724 
1084, 0.000725 
1085, 0.000726 
1086, 0.000727 
1087, 0.000728 
1088, 0.000729 
1089, 0.000730 
1090, 0.000731 
1091, 0.000732 
1092, 0.000733 
1093, 0.000734 
1094, 0.000735 
1095, 0.000737 
1096, 0.000738 
1097, 0.000739 
1098, 0.000740 
1099, 0.000741 
1100, 0.000742 
1101, 0.000743 
1102, 0.000744 
1103, 0.000745 
1104, 0.000746 
1105, 0.000747 
1106, 0.000748 
1107, 0.000749 
1108, 0.000750 
1109, 0.000751 
1110, 0.000752 
1111, 0.000753 
1112, 0.000754 
1113, 0.000754 
1114, 0.000755 
1115, 0.000756 
1116, 0.000757 
1117, 0.000758 
1118, 0.000759 
1119, 0.000759 
1120, 0.000761 
1121, 0.000762 
1122, 0.000763 
1123, 0.000764 
1124, 0.000765 
1125, 0.000766 
1126, 0.000767 
1127, 0.000767 
1128, 0.000767 
1129, 0.000772 
1130, 0.000773 
1131, 0.000774 
1132, 0.000775 
1133, 0.000776 
1134, 0.000777 
1135, 0.000778 
1136, 0.000779 
1137, 0.000780 
1138, 0.000781 
1139, 0.000781 
1140, 0.000781 
1141, 0.000781 
1142, 0.000781 
1143, 0.000781 
1144, 0.000781 
1145, 0.000781 
1146, 0.000782 
1147, 0.000783 
1148, 0.000784 
1149, 0.000785 
1150, 0.000786 
1151, 0.000787 
1152, 0.000788 
1153, 0.000789 
1154, 0.000790 
1155, 0.000790 
1156, 0.000790 
1157, 0.000790 
1158, 0.000790 
1159, 0.000790 
1160, 0.000790 
1161, 0.000791 
1162, 0.000792 
1163, 0.000793 
1164, 0.000794 
1165, 0.000795 
1166, 0.000796 
1167, 0.000797 
1168, 0.000798 
1169, 0.000799 
1170, 0.000800 
1171, 0.000801 
1172, 0.000802 
1173, 0.000803 
1174, 0.000804 
1175, 0.000805 
1176, 0.000806 
1177, 0.000806 
1178, 0.000806 
1179, 0.000806 
1180, 0.000807 
1181, 0.000807 
1182, 0.000807 
1183, 0.000807 
1184, 0.000807 
1185, 0.000807 
1186, 0.000807 
1187, 0.000807 
1188, 0.000807 
1189, 0.000807 
1190, 0.000807 
1191, 0.000808 
1192, 0.000809 
1193, 0.000810 
1194, 0.000811 
1195, 0.000812 
1196, 0.000813 
1197, 0.000814 
1198, 0.000815 
1199, 0.000816 
1200, 0.000817 
1201, 0.000818 
1202, 0.000819 
1203, 0.000820 
1204, 0.000821 
1205, 0.000822 
1206, 0.000823 
1207, 0.000824 
1208, 0.000825 
1209, 0.000826 
1210, 0.000827 
1211, 0.000828 
1212, 0.000829 
1213, 0.000830 
1214, 0.000831 
1215, 0.000832 
1216, 0.000833 
1217, 0.000834 
1218, 0.000835 
1219, 0.000836 
1220, 0.000837 
1221, 0.000838 
1222, 0.000839 
1223, 0.000840 
1224, 0.000840 
1225, 0.000840 
1226, 0.000840 
1227, 0.000840 
1228, 0.000840 
1229, 0.000840 
1230, 0.000840 
1231, 0.000840 
1232, 0.000840 
1233, 0.000840 
1234, 0.000841 
1235, 0.000842 
1236, 0.000843 
1237, 0.000844 
1238, 0.000845 
1239, 0.000846 
1240, 0.000847 
1241, 0.000848 
1242, 0.000849 
1243, 0.000850 
1244, 0.000851 
1245, 0.000852 
1246, 0.000853 
1247, 0.000854 
1248, 0.000855 
1249, 0.000856 
1250, 0.000857 
1251, 0.000858 
1252, 0.000859 
1253, 0.000860 
1254, 0.000861 
1255, 0.000862 
1256, 0.000863 
1257, 0.000866 
1258, 0.000867 
1259, 0.000868 
1260, 0.000869 
1261, 0.000870 
1262, 0.000871 
1263, 0.000872 
1264, 0.000873 
1265, 0.000873 
1266, 0.000873 
1267, 0.000874 
1268, 0.000875 
1269, 0.000875 
1270, 0.000876 
1271, 0.000876 
1272, 0.000876 
1273, 0.000877 
1274, 0.000878 
1275, 0.000878 
1276, 0.000878 
1277, 0.000878 
1278, 0.000878 
1279, 0.000878 
1280, 0.000879 
1281, 0.000879 
1282, 0.000880 
1283, 0.000880 
1284, 0.000880 
1285, 0.000880 
1286, 0.000880 
1287, 0.000880 
1288, 0.000880 
1289, 0.000880 
1290, 0.000880 
1291, 0.000880 
1292, 0.000880 
1293, 0.000880 
1294, 0.000881 
1295, 0.000882 
1296, 0.000883 
1297, 0.000884 
1298, 0.000885 
1299, 0.000886 
1300, 0.000887 
1301, 0.000888 
1302, 0.000889 
1303, 0.000890 
1304, 0.000891 
1305, 0.000892 
1306, 0.000893 
1307, 0.000894 
1308, 0.000895 
1309, 0.000896 
1310, 0.000897 
1311, 0.000898 
1312, 0.000899 
1313, 0.000900 
1314, 0.000901 
1315, 0.000902 
1316, 0.000903 
1317, 0.000904 
1318, 0.000905 
1319, 0.000906 
1320, 0.000907 
1321, 0.000908 
1322, 0.000908 
1323, 0.000908 
1324, 0.000908 
1325, 0.000908 
1326, 0.000908 
1327, 0.000908 
1328, 0.000908 
1329, 0.000908 
1330, 0.000908 
1331, 0.000908 
1332, 0.000908 
1333, 0.000908 
1334, 0.000908 
1335, 0.000909 
1336, 0.000910 
1337, 0.000911 
1338, 0.000912 
1339, 0.000913 
1340, 0.000914 
1341, 0.000915 
1342, 0.000916 
1343, 0.000917 
1344, 0.000918 
1345, 0.000919 
1346, 0.000920 
1347, 0.000921 
1348, 0.000922 
1349, 0.000923 
1350, 0.000924 
1351, 0.000925 
1352, 0.000929 
1353, 0.000932 
1354, 0.000933 
1355, 0.000934 
1356, 0.000935 
1357, 0.000936 
1358, 0.000938 
1359, 0.000939 
1360, 0.000940 
1361, 0.000941 
1362, 0.000942 
1363, 0.000943 
1364, 0.000944 
1365, 0.000945 
1366, 0.000946 
1367, 0.000948 
1368, 0.000949 
1369, 0.000950 
1370, 0.000951 
1371, 0.000952 
1372, 0.000953 
1373, 0.000954 
1374, 0.000955 
1375, 0.000956 
1376, 0.000957 
1377, 0.000957 
1378, 0.000958 
1379, 0.000959 
1380, 0.000961 
1381, 0.000962 
1382, 0.000963 
1383, 0.000964 
1384, 0.000965 
1385, 0.000972 
1386, 0.000973 
1387, 0.000974 
1388, 0.000975 
1389, 0.000976 
1390, 0.000977 
1391, 0.000978 
1392, 0.000979 
1393, 0.000980 
1394, 0.000981 
1395, 0.000982 
1396, 0.000983 
1397, 0.000983 
1398, 0.000984 
1399, 0.000985 
1400, 0.000986 
1401, 0.000988 
1402, 0.000989 
1403, 0.000990 
1404, 0.000991 
1405, 0.000992 
1406, 0.000993 
1407, 0.000994 
1408, 0.000995 
1409, 0.000996 
1410, 0.000997 
1411, 0.000998 
1412, 0.000999 
1413, 0.001000 
1414, 0.001001 
1415, 0.001009 
1416, 0.001010 
1417, 0.001011 
1418, 0.001012 
1419, 0.001013 
1420, 0.001014 
1421, 0.001015 
1422, 0.001016 
1423, 0.001017 
1424, 0.001018 
1425, 0.001019 
1426, 0.001020 
1427, 0.001021 
1428, 0.001022 
1429, 0.001023 
1430, 0.001024 
1431, 0.001024 
1432, 0.001025 
1433, 0.001026 
1434, 0.001027 
1435, 0.001028 
1436, 0.001029 
1437, 0.001030 
1438, 0.001031 
1439, 0.001033 
1440, 0.001034 
1441, 0.001035 
1442, 0.001037 
1443, 0.001038 
1444, 0.001039 
1445, 0.001040 
1446, 0.001041 
1447, 0.001043 
1448, 0.001044 
1449, 0.001045 
1450, 0.001046 
1451, 0.001047 
1452, 0.001048 
1453, 0.001049 
1454, 0.001050 
1455, 0.001055 
1456, 0.001056 
1457, 0.001057 
1458, 0.001058 
1459, 0.001059 
1460, 0.001060 
1461, 0.001061 
1462, 0.001062 
1463, 0.001063 
1464, 0.001072 
1465, 0.001073 
1466, 0.001075 
1467, 0.001076 
1468, 0.001076 
1469, 0.001078 
1470, 0.001079 
1471, 0.001080 
1472, 0.001081 
1473, 0.001082 
1474, 0.001083 
1475, 0.001084 
1476, 0.001085 
1477, 0.001086 
1478, 0.001087 
1479, 0.001088 
1480, 0.001089 
1481, 0.001090 
1482, 0.001091 
1483, 0.001092 
1484, 0.001093 
1485, 0.001094 
1486, 0.001095 
1487, 0.001103 
1488, 0.001104 
1489, 0.001114 
1490, 0.001115 
1491, 0.001117 
1492, 0.001118 
1493, 0.001119 
1494, 0.001120 
1495, 0.001121 
1496, 0.001122 
1497, 0.001123 
1498, 0.001124 
